German,A1,I will take the soup.,Ich nehme die Suppe.,Food & Shopping
German,A1,The water is cold.,Das Wasser ist kalt.,Food & Shopping
German,A1,What is your job?,Was machen Sie beruflich?,Work & Office
German,A1,I work in an office.,Ich arbeite in einem Büro.,Work & Office
German,A1,My colleague is friendly.,Mein Kollege ist freundlich.,Work & Office
German,A1,The meeting starts at nine.,Das Meeting beginnt um neun Uhr.,Work & Office
German,A1,I start work at eight o'clock.,Ich fange um acht Uhr mit der Arbeit an.,Work & Office
German,A1,I need a pen.,Ich brauche einen Stift.,Work & Office
German,A1,Where is the printer?,Wo ist der Drucker?,Work & Office
German,A1,My boss is in a meeting.,Mein Chef ist in einem Meeting.,Work & Office
German,A1,I am sending an email.,Ich sende eine E-Mail.,Work & Office
German,A1,Today I have a lot of work.,Heute habe ich viel Arbeit.,Work & Office
German,A1,The office opens at eight.,Das Büro öffnet um acht Uhr.,Work & Office
German,A1,I have a phone call at three.,Ich habe um drei Uhr einen Anruf.,Work & Office
German,A1,The computer is slow today.,Der Computer ist heute langsam.,Work & Office
German,A1,Please sign here.,Bitte unterschreiben Sie hier.,Work & Office
German,A1,I am on a break.,Ich mache Pause.,Work & Office
German,A1,My phone has no battery.,Mein Handy hat keinen Akku mehr.,Technology
German,A1,What is the Wi-Fi password?,Was ist das WLAN-Passwort?,Technology
German,A1,The computer is on.,Der Computer ist an.,Technology
German,A1,I need to charge my phone.,Ich muss mein Handy laden.,Technology
German,A1,The internet is slow.,Das Internet ist langsam.,Technology
German,A1,I am taking a photo.,Ich mache ein Foto.,Technology
German,A1,My laptop is broken.,Mein Laptop ist kaputt.,Technology
German,A1,Please restart the computer.,Bitte starte den Computer neu.,Technology
German,A1,I need a doctor.,Ich brauche einen Arzt.,Health & Wellbeing
German,A1,My head hurts.,Mein Kopf tut weh.,Health & Wellbeing
German,A1,Where is the pharmacy?,Wo ist die Apotheke?,Health & Wellbeing
German,A1,I have a cold.,Ich bin erkältet.,Health & Wellbeing
German,A1,I need medicine.,Ich brauche Medizin.,Health & Wellbeing
German,A1,I feel sick.,Ich fühle mich krank.,Health & Wellbeing
German,A1,I have an appointment at the doctor.,Ich habe einen Arzttermin.,Health & Wellbeing
German,A1,I am allergic to nuts.,Ich bin allergisch gegen Nüsse.,Health & Wellbeing
German,A1,Please call an ambulance.,Bitte rufen Sie einen Krankenwagen.,Health & Wellbeing
German,A1,I need to rest.,Ich muss mich ausruhen.,Health & Wellbeing
German,A1,I drink a lot of water.,Ich trinke viel Wasser.,Health & Wellbeing
German,A1,I go jogging every morning.,Ich gehe jeden Morgen joggen.,Health & Wellbeing
German,A1,My back hurts.,Mein Rücken tut weh.,Health & Wellbeing
German,A1,I need to sleep more.,Ich muss mehr schlafen.,Health & Wellbeing
German,A1,I am not feeling well today.,Ich fühle mich heute nicht gut.,Health & Wellbeing
German,A1,I need to go to the bank.,Ich muss zur Bank gehen.,Finance & Business
German,A1,Where is the ATM?,Wo ist der Geldautomat?,Finance & Business
German,A1,I would like to exchange money.,Ich möchte Geld wechseln.,Finance & Business
German,A1,Do you have change?,Haben Sie Wechselgeld?,Finance & Business
German,A1,I have twenty euros.,Ich habe zwanzig Euro.,Finance & Business
German,A1,The price is fair.,Der Preis ist fair.,Finance & Business
German,A1,Can I have a receipt?,Kann ich eine Quittung haben?,Finance & Business
German,A1,I am saving money.,Ich spare Geld.,Finance & Business
German,A1,The rent is due this month.,Die Miete ist diesen Monat fällig.,Finance & Business
German,A1,This is my friend.,Das ist mein Freund.,Social & Relationships
German,A1,I love my family.,Ich liebe meine Familie.,Social & Relationships
German,A1,Happy birthday!,Herzlichen Glückwunsch zum Geburtstag!,Social & Relationships
German,A1,How old are you?,Wie alt bist du?,Social & Relationships
German,A1,I have two brothers.,Ich habe zwei Brüder.,Social & Relationships
German,A1,Nice to meet you.,Schön dich kennenzulernen.,Social & Relationships
German,A1,I miss you.,Ich vermisse dich.,Social & Relationships
German,A1,Thank you very much.,Vielen Dank.,Social & Relationships
German,A1,You are welcome.,Bitte sehr.,Social & Relationships
German,A1,I am sorry.,Es tut mir leid.,Social & Relationships
German,A1,Can you help me?,Kannst du mir helfen?,Social & Relationships
German,A1,Let us go together.,Lass uns zusammen gehen.,Social & Relationships
German,A1,I like you.,Ich mag dich.,Social & Relationships
German,A1,My sister is very funny.,Meine Schwester ist sehr lustig.,Social & Relationships
German,A1,We are a big family.,Wir sind eine große Familie.,Social & Relationships
German,A1,I live in Germany.,Ich lebe in Deutschland.,Politics & Society
German,A1,Tomorrow there is an election.,Morgen ist eine Wahl.,Politics & Society
German,A1,I am a German citizen.,Ich bin deutscher Staatsbürger.,Politics & Society
German,A1,The police are helping people.,Die Polizei hilft den Menschen.,Politics & Society
German,A1,This is a free country.,Das ist ein freies Land.,Politics & Society
German,A1,The school is open for everyone.,Die Schule ist für alle offen.,Politics & Society
German,A1,We pay taxes every year.,Wir zahlen jedes Jahr Steuern.,Politics & Society
German,A1,The new law starts next year.,Das neue Gesetz beginnt nächstes Jahr.,Politics & Society
German,A1,Everyone has equal rights here.,Hier hat jeder gleiche Rechte.,Politics & Society
German,A1,The earth goes around the sun.,Die Erde dreht sich um die Sonne.,Science & Innovation
German,A1,Water is made of hydrogen and oxygen.,Wasser besteht aus Wasserstoff und Sauerstoff.,Science & Innovation
German,A1,Plants need sunlight and water.,Pflanzen brauchen Sonnenlicht und Wasser.,Science & Innovation
German,A1,A robot can do many tasks.,Ein Roboter kann viele Aufgaben erledigen.,Science & Innovation
German,A1,Ice melts in warm weather.,Eis schmilzt bei warmem Wetter.,Science & Innovation
German,A1,Electricity powers our homes.,Strom versorgt unsere Häuser mit Energie.,Science & Innovation
German,A1,Dinosaurs lived millions of years ago.,Dinosaurier lebten vor Millionen von Jahren.,Science & Innovation
German,A1,Solar energy comes from the sun.,Solarenergie kommt von der Sonne.,Science & Innovation
German,A1,The moon orbits the earth.,Der Mond umkreist die Erde.,Science & Innovation
German,A1,Birds can fly very high.,Vögel können sehr hoch fliegen.,Science & Innovation
German,A2,I usually have breakfast at seven thirty.,Ich frühstücke normalerweise um halb acht.,Daily Life
German,A2,My daily routine starts with a shower.,Meine tägliche Routine beginnt mit einer Dusche.,Daily Life
German,A2,On weekends I like to sleep in.,Am Wochenende schlafe ich gerne aus.,Daily Life
German,A2,I take the bus to work every day.,Ich fahre jeden Tag mit dem Bus zur Arbeit.,Daily Life
German,A2,We eat dinner together as a family.,Wir essen abends gemeinsam als Familie.,Daily Life
German,A2,I clean my apartment on Saturdays.,Ich putze meine Wohnung samstags.,Daily Life
German,A2,The neighbors are quite loud at night.,Die Nachbarn sind abends ziemlich laut.,Daily Life
German,A2,I water my plants every two days.,Ich gieße meine Pflanzen alle zwei Tage.,Daily Life
German,A2,My alarm clock rings at six thirty.,Mein Wecker klingelt um halb sieben.,Daily Life
German,A2,I prefer tea to coffee in the evening.,Abends trinke ich lieber Tee als Kaffee.,Daily Life
German,A2,There is a park near my apartment.,In der Nähe meiner Wohnung gibt es einen Park.,Daily Life
German,A2,I usually read before going to sleep.,Ich lese normalerweise bevor ich schlafen gehe.,Daily Life
German,A2,My flat has two bedrooms and a balcony.,Meine Wohnung hat zwei Schlafzimmer und einen Balkon.,Daily Life
German,A2,I enjoy going for walks in the evening.,Ich gehe abends gerne spazieren.,Daily Life
German,A2,It takes me twenty minutes to get to work.,Ich brauche zwanzig Minuten zur Arbeit.,Daily Life
German,A2,I do my grocery shopping on Friday evenings.,Ich mache freitagabends meinen Wocheneinkauf.,Daily Life
German,A2,We have a small garden behind the house.,Wir haben einen kleinen Garten hinter dem Haus.,Daily Life
German,A2,I listen to music while cooking.,Ich höre Musik beim Kochen.,Daily Life
German,A2,It is important to keep your home tidy.,Es ist wichtig sein Zuhause ordentlich zu halten.,Daily Life
German,A2,I make a shopping list before I go.,Ich mache vor dem Einkaufen eine Einkaufsliste.,Daily Life
German,A2,I would like to book a return ticket.,Ich möchte eine Rückfahrkarte buchen.,Travel
German,A2,The train to Frankfurt leaves at platform three.,Der Zug nach Frankfurt fährt von Gleis drei ab.,Travel
German,A2,My passport expires next year.,Mein Reisepass läuft nächstes Jahr ab.,Travel
German,A2,We stayed in a small bed and breakfast.,Wir übernachteten in einer kleinen Pension.,Travel
German,A2,Can I get a window seat?,Kann ich einen Fensterplatz haben?,Travel
German,A2,The flight was delayed by two hours.,Der Flug hatte zwei Stunden Verspätung.,Travel
German,A2,I always carry travel insurance.,Ich habe immer eine Reiseversicherung.,Travel
German,A2,We visited three cities in one week.,Wir besuchten in einer Woche drei Städte.,Travel
German,A2,The hotel breakfast starts at seven.,Das Frühstück im Hotel beginnt um sieben Uhr.,Travel
German,A2,Is there a direct connection to Vienna?,Gibt es eine direkte Verbindung nach Wien?,Travel
German,A2,I need to check in two hours before the flight.,Ich muss zwei Stunden vor dem Flug einchecken.,Travel
German,A2,We rented a car for the weekend.,Wir haben für das Wochenende ein Auto gemietet.,Travel
German,A2,The journey takes about three hours by train.,Die Reise dauert etwa drei Stunden mit dem Zug.,Travel
German,A2,I always pack light when I travel.,Ich packe immer wenig wenn ich reise.,Travel
German,A2,Renting a bicycle is a great way to explore a city.,Ein Fahrrad zu mieten ist eine tolle Möglichkeit eine Stadt zu erkunden.,Travel
German,A2,I usually cook dinner at home.,Ich koche normalerweise zu Hause zu Abend.,Food & Shopping
German,A2,The market opens every Saturday morning.,Der Markt öffnet jeden Samstagmorgen.,Food & Shopping
German,A2,I prefer organic vegetables.,Ich bevorzuge Bio-Gemüse.,Food & Shopping
German,A2,Can I taste before I buy?,Kann ich probieren bevor ich kaufe?,Food & Shopping
German,A2,The bakery on the corner makes great bread.,Die Bäckerei an der Ecke macht tolles Brot.,Food & Shopping
German,A2,I need to buy something for dinner tonight.,Ich muss heute Abend etwas zum Abendessen kaufen.,Food & Shopping
German,A2,Do you have a loyalty card?,Haben Sie eine Treuekarte?,Food & Shopping
German,A2,The portion is very generous.,Die Portion ist sehr großzügig.,Food & Shopping
German,A2,Could we have separate bills?,Könnten wir getrennte Rechnungen haben?,Food & Shopping
German,A2,The supermarket has a special offer this week.,Der Supermarkt hat diese Woche ein Sonderangebot.,Food & Shopping
German,A2,The seasonal menu changes every three months.,Die Saisonkarte ändert sich alle drei Monate.,Food & Shopping
German,A2,I often compare prices online before going to the shop.,Ich vergleiche oft die Preise online bevor ich in den Laden gehe.,Food & Shopping
German,A2,The food festival features dishes from twenty countries.,Das Stadtfest bietet Gerichte aus zwanzig Ländern.,Food & Shopping
German,A2,I try to reduce food waste by planning meals in advance.,Ich versuche Lebensmittelverschwendung zu reduzieren indem ich Mahlzeiten plane.,Food & Shopping
German,A2,I prefer shopping in small independent stores.,Ich kaufe lieber in kleinen unabhängigen Läden ein.,Food & Shopping
German,A2,My working hours are from nine to five.,Meine Arbeitszeiten sind von neun bis fünf Uhr.,Work & Office
German,A2,I have a job interview next week.,Ich habe nächste Woche ein Vorstellungsgespräch.,Work & Office
German,A2,Can you forward that email to me?,Kannst du mir diese E-Mail weiterleiten?,Work & Office
German,A2,The project deadline is on Friday.,Die Projektfrist ist am Freitag.,Work & Office
German,A2,I work from home on Wednesdays.,Ich arbeite mittwochs von zu Hause.,Work & Office
German,A2,My manager gave me good feedback.,Meine Chefin hat mir gutes Feedback gegeben.,Work & Office
German,A2,We have a team meeting every Monday.,Wir haben jeden Montag ein Teammeeting.,Work & Office
German,A2,I need to print these documents.,Ich muss diese Dokumente ausdrucken.,Work & Office
German,A2,The new employee started this week.,Der neue Mitarbeiter hat diese Woche angefangen.,Work & Office
German,A2,I would like to apply for this position.,Ich möchte mich für diese Stelle bewerben.,Work & Office
German,A2,Can you help me with this spreadsheet?,Kannst du mir mit dieser Tabelle helfen?,Work & Office
German,A2,The office is closed on public holidays.,Das Büro ist an Feiertagen geschlossen.,Work & Office
German,A2,I have too many emails to answer today.,Ich habe heute zu viele E-Mails zu beantworten.,Work & Office
German,A2,My contract runs until December.,Mein Vertrag läuft bis Dezember.,Work & Office
German,A2,I would like to request a day off.,Ich möchte einen freien Tag beantragen.,Work & Office
German,A2,I need to update my software.,Ich muss meine Software aktualisieren.,Technology
German,A2,The app is not working on my phone.,Die App funktioniert nicht auf meinem Handy.,Technology
German,A2,I store my photos in the cloud.,Ich speichere meine Fotos in der Cloud.,Technology
German,A2,I use a password manager for security.,Ich benutze einen Passwort-Manager für mehr Sicherheit.,Technology
German,A2,The video call starts in five minutes.,Der Videoanruf beginnt in fünf Minuten.,Technology
German,A2,I need to download this file.,Ich muss diese Datei herunterladen.,Technology
German,A2,The website is not loading correctly.,Die Website lädt nicht richtig.,Technology
German,A2,I subscribed to a new streaming service.,Ich habe ein neues Streaming-Angebot abonniert.,Technology
German,A2,My computer has a lot of storage space.,Mein Computer hat viel Speicherplatz.,Technology
German,A2,Please turn on the projector.,Bitte schalte den Projektor ein.,Technology
German,A2,I have a dentist appointment tomorrow.,Ich habe morgen einen Zahnarzttermin.,Health & Wellbeing
German,A2,The doctor prescribed me antibiotics.,Der Arzt hat mir Antibiotika verschrieben.,Health & Wellbeing
German,A2,I exercise three times a week.,Ich trainiere dreimal pro Woche.,Health & Wellbeing
German,A2,I have been feeling stressed lately.,Ich fühle mich in letzter Zeit gestresst.,Health & Wellbeing
German,A2,I need to take this pill twice a day.,Ich muss diese Tablette zweimal täglich nehmen.,Health & Wellbeing
German,A2,I have been sleeping badly this week.,Ich habe diese Woche schlecht geschlafen.,Health & Wellbeing
German,A2,A healthy diet improves your energy levels.,Eine gesunde Ernährung verbessert dein Energieniveau.,Health & Wellbeing
German,A2,My knee is swollen after running.,Mein Knie ist nach dem Laufen geschwollen.,Health & Wellbeing
German,A2,I go to the gym after work.,Ich gehe nach der Arbeit ins Fitnessstudio.,Health & Wellbeing
German,A2,I have had a sore throat for two days.,Ich habe seit zwei Tagen Halsschmerzen.,Health & Wellbeing
German,A2,Drinking enough water is important for your health.,Genug Wasser zu trinken ist wichtig für die Gesundheit.,Health & Wellbeing
German,A2,I walk at least ten thousand steps a day.,Ich laufe täglich mindestens zehntausend Schritte.,Health & Wellbeing
German,A2,My doctor advised me to reduce sugar.,Mein Arzt hat mir geraten weniger Zucker zu essen.,Health & Wellbeing
German,A2,Regular breaks help reduce eye strain.,Regelmäßige Pausen helfen die Augen zu entlasten.,Health & Wellbeing
German,A2,The pharmacy is open until eight in the evening.,Die Apotheke ist bis acht Uhr abends geöffnet.,Health & Wellbeing
German,A2,I pay my rent by bank transfer.,Ich zahle meine Miete per Banküberweisung.,Finance & Business
German,A2,I opened a new bank account last month.,Ich habe letzten Monat ein neues Bankkonto eröffnet.,Finance & Business
German,A2,The price has gone up since last year.,Der Preis ist seit letztem Jahr gestiegen.,Finance & Business
German,A2,I try to save ten percent of my income.,Ich versuche zehn Prozent meines Einkommens zu sparen.,Finance & Business
German,A2,I received my salary yesterday.,Ich habe gestern mein Gehalt erhalten.,Finance & Business
German,A2,The insurance covers basic medical costs.,Die Versicherung deckt grundlegende Arztkosten ab.,Finance & Business
German,A2,I need to pay this invoice by Friday.,Ich muss diese Rechnung bis Freitag bezahlen.,Finance & Business
German,A2,The discount is valid until end of month.,Der Rabatt gilt bis Ende des Monats.,Finance & Business
German,A2,I compared prices before buying.,Ich habe vor dem Kauf die Preise verglichen.,Finance & Business
German,A2,I would like to cancel my subscription.,Ich möchte mein Abonnement kündigen.,Finance & Business
German,A2,Is there a student discount available?,Gibt es einen Studentenrabatt?,Finance & Business
German,A2,Can I set up a direct debit?,Kann ich ein Lastschriftmandat einrichten?,Finance & Business
German,A2,My monthly expenses are quite high.,Meine monatlichen Ausgaben sind ziemlich hoch.,Finance & Business
German,A2,We met at a birthday party last year.,Wir haben uns letztes Jahr auf einer Geburtstagsfeier kennengelernt.,Social & Relationships
German,A2,My best friend lives in another city.,Mein bester Freund wohnt in einer anderen Stadt.,Social & Relationships
German,A2,She always gives me good advice.,Sie gibt mir immer gute Ratschläge.,Social & Relationships
German,A2,We keep in touch by messaging.,Wir halten über Nachrichten Kontakt.,Social & Relationships
German,A2,I invited my neighbors to dinner.,Ich habe meine Nachbarn zum Abendessen eingeladen.,Social & Relationships
German,A2,My parents are visiting me next weekend.,Meine Eltern besuchen mich nächstes Wochenende.,Social & Relationships
German,A2,He forgot our appointment again.,Er hat unseren Termin wieder vergessen.,Social & Relationships
German,A2,We have been friends for ten years.,Wir sind seit zehn Jahren befreundet.,Social & Relationships
German,A2,I would like to apologize for my behavior.,Ich möchte mich für mein Verhalten entschuldigen.,Social & Relationships
German,A2,She helped me when I was in trouble.,Sie hat mir geholfen als ich in Schwierigkeiten war.,Social & Relationships
German,A2,We celebrated our anniversary last week.,Wir haben letzten Monat unseren Jahrestag gefeiert.,Social & Relationships
German,A2,I find it hard to say no to people.,Es fällt mir schwer Nein zu sagen.,Social & Relationships
German,A2,We are planning a surprise party for her.,Wir planen eine Überraschungsparty für sie.,Social & Relationships
German,A2,My grandmother taught me to cook.,Meine Großmutter hat mir das Kochen beigebracht.,Social & Relationships
German,A2,I argue with my brother sometimes.,Ich streite mich manchmal mit meinem Bruder.,Social & Relationships
German,A2,The government announced new measures today.,Die Regierung hat heute neue Maßnahmen angekündigt.,Politics & Society
German,A2,Voting is important in a democracy.,Wählen ist wichtig in einer Demokratie.,Politics & Society
German,A2,The city is building a new school.,Die Stadt baut eine neue Schule.,Politics & Society
German,A2,The recycling program starts next month.,Das Recyclingprogramm beginnt nächsten Monat.,Politics & Society
German,A2,Public transport is free for students.,Der öffentliche Nahverkehr ist für Schüler kostenlos.,Politics & Society
German,A2,Many people demonstrated in the city yesterday.,Gestern demonstrierten viele Menschen in der Stadt.,Politics & Society
German,A2,The law protects workers from unfair treatment.,Das Gesetz schützt Arbeitnehmer vor unfairer Behandlung.,Politics & Society
German,A2,We have a responsibility to protect the environment.,Wir haben die Verantwortung die Umwelt zu schützen.,Politics & Society
German,A2,The new president will be elected in spring.,Der neue Präsident wird im Frühling gewählt.,Politics & Society
German,A2,There are many immigrants in our neighborhood.,In unserem Viertel leben viele Einwanderer.,Politics & Society
German,A2,Scientists are working on a new vaccine.,Wissenschaftler arbeiten an einem neuen Impfstoff.,Science & Innovation
German,A2,Electric cars produce no direct emissions.,Elektroautos erzeugen keine direkten Emissionen.,Science & Innovation
German,A2,Recycling helps protect the environment.,Recycling hilft die Umwelt zu schützen.,Science & Innovation
German,A2,New technology makes our lives easier.,Neue Technologie macht unser Leben einfacher.,Science & Innovation
German,A2,Doctors use computers to diagnose illness.,Ärzte nutzen Computer um Krankheiten zu diagnostizieren.,Science & Innovation
German,A2,Solar energy is becoming more affordable.,Solarenergie wird immer erschwinglicher.,Science & Innovation
German,A2,The human body is a very complex system.,Der menschliche Körper ist ein sehr komplexes System.,Science & Innovation
German,A2,Researchers found a new species of fish.,Forscher haben eine neue Fischart entdeckt.,Science & Innovation
German,A2,Space travel has advanced a lot in recent years.,Die Raumfahrt hat sich in den letzten Jahren sehr weiterentwickelt.,Science & Innovation
German,A2,The telescope can see very distant stars.,Das Teleskop kann sehr weit entfernte Sterne sehen.,Science & Innovation
German,B1,I have been trying to establish a more consistent morning routine.,Ich versuche eine konstantere Morgenroutine zu etablieren.,Daily Life
German,B1,Living alone has taught me to be more independent.,Allein zu leben hat mich gelehrt selbstständiger zu sein.,Daily Life
German,B1,I prefer cycling to driving when the weather is good.,Ich fahre lieber Fahrrad als Auto wenn das Wetter gut ist.,Daily Life
German,B1,We decided to redecorate the living room this summer.,Wir haben beschlossen das Wohnzimmer diesen Sommer neu zu gestalten.,Daily Life
German,B1,I find it difficult to concentrate when there is a lot of noise.,Ich finde es schwierig mich zu konzentrieren wenn es sehr laut ist.,Daily Life
German,B1,My commute to work takes about forty-five minutes each way.,Mein Arbeitsweg dauert in jede Richtung etwa fünfundvierzig Minuten.,Daily Life
German,B1,I recently started meal prepping to save time during the week.,Ich habe kürzlich begonnen Mahlzeiten vorzubereiten um unter der Woche Zeit zu sparen.,Daily Life
German,B1,The neighborhood has changed a lot over the past five years.,Das Viertel hat sich in den letzten fünf Jahren sehr verändert.,Daily Life
German,B1,I make a habit of writing in my journal before bed.,Ich habe es zur Gewohnheit gemacht vor dem Schlafen in mein Tagebuch zu schreiben.,Daily Life
German,B1,We share the household chores fairly between us.,Wir teilen die Haushaltsaufgaben fair untereinander auf.,Daily Life
German,B1,Maintaining a tidy workspace helps me stay focused.,Ein ordentlicher Arbeitsplatz hilft mir konzentriert zu bleiben.,Daily Life
German,B1,I have started using a planner to organize my week.,Ich habe angefangen einen Planer zu nutzen um meine Woche zu organisieren.,Daily Life
German,B1,Doing small acts of kindness brightens my day considerably.,Kleine freundliche Gesten erheitern meinen Tag erheblich.,Daily Life
German,B1,The building management informed us about planned maintenance work.,Die Hausverwaltung hat uns über geplante Wartungsarbeiten informiert.,Daily Life
German,B1,I usually prepare my clothes the evening before a busy day.,Ich lege meine Kleidung normalerweise am Vorabend eines vollen Tages zurecht.,Daily Life
German,B1,I always research my destination thoroughly before traveling.,Ich recherchiere mein Reiseziel immer gründlich bevor ich verreise.,Travel
German,B1,The connecting flight was too short to make it comfortably.,Der Anschlussflug war zu kurz um ihn bequem zu erreichen.,Travel
German,B1,We booked an apartment instead of a hotel to save money.,Wir haben eine Wohnung statt eines Hotels gebucht um Geld zu sparen.,Travel
German,B1,Traveling by overnight train is more comfortable than I expected.,Mit dem Nachtzug zu reisen ist bequemer als ich erwartet hatte.,Travel
German,B1,I recommend visiting the old town early in the morning to avoid crowds.,Ich empfehle die Altstadt früh morgens zu besuchen um Menschenmassen zu vermeiden.,Travel
German,B1,My luggage was delayed and arrived the next day.,Mein Gepäck hatte Verspätung und kam erst am nächsten Tag an.,Travel
German,B1,I prefer off-season travel because everything is calmer and cheaper.,Ich reise lieber in der Nebensaison weil alles ruhiger und günstiger ist.,Travel
German,B1,We had to adapt our plans because of unexpected bad weather.,Wir mussten unsere Pläne wegen unerwarteten schlechten Wetters anpassen.,Travel
German,B1,I use public transport whenever possible when visiting a new city.,Ich nutze öffentliche Verkehrsmittel wann immer möglich wenn ich eine neue Stadt besuche.,Travel
German,B1,Learning a few phrases in the local language goes a long way.,Einige Sätze in der Landessprache zu lernen ist sehr hilfreich.,Travel
German,B1,The border crossing took longer than expected due to extra checks.,Die Grenzüberquerung dauerte aufgrund zusätzlicher Kontrollen länger als erwartet.,Travel
German,B1,I always buy travel insurance for trips outside of Europe.,Ich kaufe immer eine Reiseversicherung für Reisen außerhalb Europas.,Travel
German,B1,The local guide showed us places not in any guidebook.,Der lokale Reiseführer zeigte uns Orte die in keinem Reiseführer stehen.,Travel
German,B1,I have started cooking more complex recipes at home.,Ich habe damit begonnen komplexere Rezepte zu Hause zu kochen.,Food & Shopping
German,B1,The weekly market offers better quality produce than the supermarket.,Der Wochenmarkt bietet bessere Qualität als der Supermarkt.,Food & Shopping
German,B1,I always check the ingredients list before buying packaged food.,Ich überprüfe immer die Zutatenliste bevor ich verpackte Lebensmittel kaufe.,Food & Shopping
German,B1,The restaurant has an impressive selection of regional wines.,Das Restaurant hat eine beeindruckende Auswahl an regionalen Weinen.,Food & Shopping
German,B1,Buying in bulk can save money in the long run.,In großen Mengen einzukaufen kann auf lange Sicht Geld sparen.,Food & Shopping
German,B1,The chef explained the preparation method for each dish.,Der Koch erklärte die Zubereitungsmethode für jedes Gericht.,Food & Shopping
German,B1,I have been experimenting with vegetarian cooking this year.,Ich habe dieses Jahr mit vegetarischem Kochen experimentiert.,Food & Shopping
German,B1,The store offers free delivery for orders over fifty euros.,Das Geschäft bietet kostenlose Lieferung für Bestellungen über fünfzig Euro.,Food & Shopping
German,B1,We complained about the service and received a discount on the bill.,Wir haben uns über den Service beschwert und einen Rabatt erhalten.,Food & Shopping
German,B1,I submitted my application before the deadline.,Ich habe meine Bewerbung vor der Frist eingereicht.,Work & Office
German,B1,The meeting was postponed because the director was unwell.,Das Meeting wurde verschoben weil die Direktorin krank war.,Work & Office
German,B1,I have been assigned to lead the new project team.,Mir wurde die Leitung des neuen Projektteams übertragen.,Work & Office
German,B1,Could you please send me a summary of today's discussion?,Könnten Sie mir bitte eine Zusammenfassung der heutigen Besprechung schicken?,Work & Office
German,B1,I find remote work more productive than being in the office.,Ich finde Remote-Arbeit produktiver als im Büro zu sein.,Work & Office
